BHID,FROM,TO,LITO
DH0007,178.48,179.95,PER
DH0007,179.95,181.45,DUN
DH0007,181.45,183.38,DUN
DH0007,183.38,184.98,DUN
DH0007,184.98,186.52,DUN
DH0007,186.52,187.66,DUN
DH0007,187.66,189.45,DUN
DH0007,189.45,190.96,DUN
DH0007,190.96,192.87,PER
DH0007,192.87,194.18,PER
DH0007,194.18,195.72,DUN
DH0007,195.72,197.59,DUN
DH0007,197.59,198.64,DUN
DH0007,198.64,200.45,PER
DH0007,200.45,202.0,DUN
DH0007,202.0,203.19,DUN
DH0007,203.19,205.15,DUN
DH0007,205.15,206.71,DUN
DH0008,0.0,1.05,SAP
DH0008,1.05,2.6,SAP
DH0008,2.6,4.58,SAP
DH0008,4.58,5.71,SAP
DH0008,5.71,7.07,SAP
DH0008,7.07,8.51,LAT
DH0008,8.51,9.7,SAP
DH0008,9.7,10.92,LAT
DH0008,10.92,12.45,LAT
DH0008,12.45,13.97,SAP
DH0008,13.97,15.01,SAP
DH0008,15.01,16.99,LAT
DH0008,16.99,18.84,SAP
DH0008,18.84,20.03,LAT
DH0008,20.03,21.11,SAP
DH0008,21.11,22.54,SAP
DH0008,22.54,24.52,SAP
DH0008,24.52,26.33,SAP
DH0008,26.33,27.73,SAP
DH0008,27.73,29.16,SAP
DH0008,29.16,30.34,SAP
DH0008,30.34,31.73,SAP
DH0008,31.73,33.39,SAP
DH0008,33.39,34.42,LAT
DH0008,34.42,35.49,SAP
DH0008,35.49,37.05,SAP
DH0008,37.05,38.65,LAT
DH0008,38.65,39.88,LAT
DH0008,39.88,41.26,FRS
DH0008,41.26,42.6,FRS
DH0008,42.6,43.61,FRS
DH0008,43.61,44.75,LAT
DH0008,44.75,46.35,FRS
DH0008,46.35,47.68,LAT
DH0008,47.68,49.52,LAT
DH0008,49.52,50.93,LAT
DH0008,50.93,52.17,FRS
DH0008,52.17,53.68,LAT
DH0008,53.68,55.32,LAT
DH0008,55.32,56.82,FRS
DH0008,56.82,58.21,LAT
DH0008,58.21,59.38,LAT
DH0008,59.38,60.79,FRS
DH0008,60.79,62.24,LAT
DH0008,62.24,63.35,FRS
DH0008,63.35,65.27,LAT
DH0008,65.27,67.02,LAT
DH0008,67.02,68.93,FRS
DH0008,68.93,70.35,FRS
DH0008,70.35,71.54,FRS
DH0008,71.54,73.12,FRS
DH0008,73.12,74.31,FRS
DH0008,74.31,76.21,LAT
DH0008,76.21,77.96,FRS
DH0008,77.96,79.65,LAT
DH0008,79.65,81.55,FRS
DH0008,81.55,82.88,FRS
DH0008,82.88,84.31,LAT
DH0008,84.31,85.91,LAT
DH0008,85.91,87.62,FRS
DH0008,87.62,89.4,LAT
DH0008,89.4,91.09,FRS
DH0008,91.09,92.62,LAT
DH0008,92.62,94.24,LAT
DH0008,94.24,96.07,FRS
DH0008,96.07,97.67,DUN
DH0008,97.67,98.94,DUN
DH0008,98.94,100.3,FRS
DH0008,100.3,102.14,FRS
DH0008,102.14,103.59,FRS
DH0008,103.59,105.52,FRS
DH0008,105.52,106.66,FRS
DH0008,106.66,107.8,FRS
DH0008,107.8,109.01,FRS
DH0008,109.01,110.31,FRS
DH0008,110.31,112.05,FRS
DH0008,112.05,113.48,FRS
DH0008,113.48,115.36,DUN
DH0008,115.36,117.07,FRS
DH0008,117.07,118.45,FRS
DH0008,118.45,119.77,FRS
DH0008,119.77,121.29,FRS
DH0008,121.29,122.51,FRS
DH0008,122.51,123.51,DUN
DH0008,123.51,124.62,DUN
DH0008,124.62,125.64,FRS
DH0008,125.64,127.58,DUN
DH0008,127.58,128.96,FRS
DH0008,128.96,130.06,FRS
DH0008,130.06,131.93,FRS
DH0008,131.93,133.8,FRS
DH0008,133.8,135.27,DUN
DH0008,135.27,136.28,FRS
DH0008,136.28,137.58,FRS
DH0008,137.58,138.77,FRS
DH0008,138.77,140.75,FRS
DH0008,140.75,142.29,FRS
DH0008,142.29,143.33,FRS
DH0008,143.33,144.73,FRS
DH0008,144.73,146.23,DUN
DH0008,146.23,147.72,FRS
DH0008,147.72,148.94,FRS
DH0008,148.94,150.36,FRS
DH0008,150.36,151.48,DUN
DH0008,151.48,152.56,PER
DH0008,152.56,154.42,DUN
DH0008,154.42,155.76,DUN
DH0008,155.76,157.34,DUN
DH0008,157.34,158.51,DUN
DH0008,158.51,160.24,PER
DH0008,160.24,162.07,DUN
DH0008,162.07,163.54,DUN
DH0008,163.54,165.44,DUN
DH0008,165.44,167.15,DUN
DH0008,167.15,168.93,DUN
DH0008,168.93,170.77,DUN
DH0008,170.77,172.04,DUN
DH0008,172.04,173.15,DUN
DH0008,173.15,174.51,DUN
DH0008,174.51,175.55,PER
DH0008,175.55,177.32,DUN
DH0008,177.32,179.22,DUN
DH0008,179.22,180.62,PER
DH0008,180.62,182.43,DUN
DH0008,182.43,183.53,DUN
DH0008,183.53,185.5,PER
DH0008,185.5,186.53,PER
DH0008,186.53,187.76,DUN
DH0009,0.0,1.26,LAT
DH0009,1.26,2.71,SAP
DH0009,2.71,3.96,SAP
DH0009,3.96,5.27,SAP
DH0009,5.27,7.0,SAP
DH0009,7.0,8.59,LAT
DH0009,8.59,10.57,SAP
DH0009,10.57,12.07,LAT
DH0009,12.07,14.04,SAP
DH0009,14.04,15.57,SAP
DH0009,15.57,16.86,SAP
DH0009,16.86,18.23,SAP
DH0009,18.23,19.77,SAP
DH0009,19.77,20.79,SAP
DH0009,20.79,22.32,LAT
DH0009,22.32,24.11,LAT
DH0009,24.11,25.48,SAP
DH0009,25.48,27.29,SAP
DH0009,27.29,28.52,LAT
DH0009,28.52,29.76,LAT
DH0009,29.76,30.97,SAP
DH0009,30.97,32.55,SAP
DH0009,32.55,33.8,SAP
DH0009,33.8,34.98,LAT
DH0009,34.98,36.54,SAP
DH0009,36.54,38.09,SAP
DH0009,38.09,39.29,LAT
DH0009,39.29,41.09,FRS
DH0009,41.09,42.76,LAT
DH0009,42.76,44.68,FRS
DH0009,44.68,45.93,FRS
DH0009,45.93,47.54,FRS
DH0009,47.54,48.61,LAT
DH0009,48.61,49.64,LAT
DH0009,49.64,51.22,FRS
DH0009,51.22,53.19,FRS
DH0009,53.19,54.81,FRS
DH0009,54.81,55.85,LAT
DH0009,55.85,57.36,LAT
DH0009,57.36,59.23,FRS
DH0009,59.23,60.36,FRS
DH0009,60.36,62.1,FRS
DH0009,62.1,63.89,LAT
DH0009,63.89,65.44,LAT
DH0009,65.44,67.27,LAT
DH0009,67.27,68.8,LAT
DH0009,68.8,70.04,LAT
DH0009,70.04,71.15,LAT
DH0009,71.15,72.73,LAT
DH0009,72.73,73.9,FRS
DH0009,73.9,75.39,FRS
DH0009,75.39,76.48,FRS
DH0009,76.48,78.19,LAT
DH0009,78.19,79.64,LAT
DH0009,79.64,81.09,FRS
DH0009,81.09,82.22,LAT
DH0009,82.22,83.48,LAT
DH0009,83.48,85.46,LAT
DH0009,85.46,86.53,FRS
DH0009,86.53,87.8,LAT
DH0009,87.8,89.49,LAT
DH0009,89.49,91.18,LAT
DH0009,91.18,92.56,FRS
DH0009,92.56,94.37,FRS
DH0009,94.37,95.89,LAT
DH0009,95.89,97.06,DUN
DH0009,97.06,99.01,FRS
DH0009,99.01,100.95,DUN
DH0009,100.95,102.13,DUN
DH0009,102.13,104.07,FRS
DH0009,104.07,105.38,FRS
DH0009,105.38,106.66,FRS
DH0009,106.66,107.92,DUN
DH0009,107.92,109.76,FRS
DH0009,109.76,110.78,FRS
DH0009,110.78,112.42,DUN
DH0009,112.42,113.74,FRS
DH0009,113.74,115.62,FRS
DH0009,115.62,117.14,DUN
DH0009,117.14,118.23,DUN
DH0009,118.23,119.91,FRS
DH0009,119.91,121.74,FRS
DH0009,121.74,123.28,DUN
DH0009,123.28,124.56,FRS
DH0009,124.56,125.63,FRS
DH0009,125.63,126.69,FRS
DH0009,126.69,128.16,DUN
DH0009,128.16,129.83,DUN
DH0009,129.83,131.37,FRS
DH0009,131.37,133.03,FRS
DH0009,133.03,134.43,FRS
DH0009,134.43,136.31,FRS
DH0009,136.31,138.16,FRS
DH0009,138.16,140.02,FRS
DH0009,140.02,141.83,DUN
DH0009,141.83,143.44,DUN
DH0009,143.44,144.88,FRS
DH0009,144.88,146.1,FRS
DH0009,146.1,147.55,FRS
DH0009,147.55,149.43,FRS
DH0009,149.43,150.99,DUN
DH0009,150.99,152.8,DUN
DH0009,152.8,154.51,DUN
DH0009,154.51,156.11,DUN
DH0009,156.11,157.3,DUN
DH0009,157.3,158.31,DUN
DH0009,158.31,159.89,PER
DH0009,159.89,161.12,DUN
DH0009,161.12,162.85,PER
DH0009,162.85,164.27,PER
DH0009,164.27,165.77,DUN
DH0009,165.77,167.16,PER
DH0009,167.16,168.44,DUN
DH0009,168.44,169.9,DUN
DH0009,169.9,171.32,DUN
DH0009,171.32,172.82,DUN
DH0009,172.82,173.99,PER
DH0009,173.99,175.32,DUN
DH0009,175.32,177.22,DUN
DH0009,177.22,178.35,DUN
DH0009,178.35,179.76,PER
DH0009,179.76,181.1,DUN
DH0009,181.1,182.57,DUN
DH0009,182.57,184.24,PER
DH0009,184.24,185.74,DUN
DH0009,185.74,187.0,DUN
DH0009,187.0,188.4,PER
DH0009,188.4,188.79,DUN
DH0010,0.0,1.99,SAP
DH0010,1.99,3.64,SAP
DH0010,3.64,5.15,LAT
DH0010,5.15,6.2,SAP
DH0010,6.2,7.22,LAT
DH0010,7.22,8.91,SAP
DH0010,8.91,10.42,LAT
DH0010,10.42,11.77,LAT
DH0010,11.77,13.14,SAP
DH0010,13.14,14.83,LAT
DH0010,14.83,16.1,LAT
DH0010,16.1,17.68,SAP
DH0010,17.68,19.46,LAT
DH0010,19.46,21.45,LAT
DH0010,21.45,22.53,SAP
DH0010,22.53,23.57,SAP
DH0010,23.57,25.17,SAP
DH0010,25.17,26.83,SAP
DH0010,26.83,28.3,SAP
DH0010,28.3,30.23,SAP
DH0010,30.23,31.23,SAP
DH0010,31.23,33.08,SAP
DH0010,33.08,34.64,SAP
DH0010,34.64,35.72,SAP
DH0010,35.72,37.37,SAP
DH0010,37.37,39.06,SAP
DH0010,39.06,40.31,SAP
DH0010,40.31,42.29,SAP
DH0010,42.29,44.02,SAP
DH0010,44.02,45.6,SAP
DH0010,45.6,46.7,LAT
DH0010,46.7,48.18,LAT
DH0010,48.18,49.89,LAT
DH0010,49.89,51.0,FRS
DH0010,51.0,52.98,LAT
DH0010,52.98,54.55,FRS
DH0010,54.55,55.86,LAT
DH0010,55.86,57.08,LAT
DH0010,57.08,58.55,LAT
DH0010,58.55,59.97,LAT
DH0010,59.97,61.18,LAT
DH0010,61.18,62.51,LAT
DH0010,62.51,64.21,LAT
DH0010,64.21,66.14,LAT
DH0010,66.14,67.44,LAT
DH0010,67.44,69.38,LAT
DH0010,69.38,71.37,FRS
DH0010,71.37,73.26,LAT
DH0010,73.26,74.5,FRS
DH0010,74.5,76.28,LAT
DH0010,76.28,77.48,FRS
DH0010,77.48,78.89,LAT
DH0010,78.89,80.03,LAT
DH0010,80.03,81.43,FRS
DH0010,81.43,83.25,FRS
DH0010,83.25,84.53,LAT
DH0010,84.53,86.1,LAT
DH0010,86.1,87.77,FRS
DH0010,87.77,88.87,FRS
DH0010,88.87,90.44,FRS
DH0010,90.44,91.51,LAT
DH0010,91.51,93.42,FRS
DH0010,93.42,95.27,LAT
DH0010,95.27,96.53,FRS
DH0010,96.53,98.27,LAT
DH0010,98.27,100.01,LAT
DH0010,100.01,101.34,FRS
DH0010,101.34,102.83,LAT
DH0010,102.83,104.46,LAT
DH0010,104.46,106.24,LAT
DH0010,106.24,107.87,FRS
DH0010,107.87,109.16,LAT
DH0010,109.16,110.88,LAT
DH0010,110.88,112.82,FRS
DH0010,112.82,114.64,LAT
DH0010,114.64,116.59,FRS
DH0010,116.59,118.54,FRS
DH0010,118.54,120.28,FRS
DH0010,120.28,121.45,FRS
DH0010,121.45,123.0,FRS
DH0010,123.0,124.65,DUN
DH0010,124.65,125.83,DUN
DH0010,125.83,127.17,DUN
DH0010,127.17,128.56,FRS
DH0010,128.56,129.87,FRS
DH0010,129.87,130.93,DUN
DH0010,130.93,132.58,DUN
DH0010,132.58,133.66,DUN
DH0010,133.66,135.51,FRS
DH0010,135.51,136.8,FRS
DH0010,136.8,138.59,FRS
DH0010,138.59,140.28,FRS
DH0010,140.28,141.29,FRS
DH0010,141.29,143.21,FRS
DH0010,143.21,145.16,DUN
DH0010,145.16,146.64,FRS
DH0010,146.64,148.2,FRS
DH0010,148.2,149.4,FRS
DH0010,149.4,151.16,FRS
DH0010,151.16,152.68,FRS
DH0010,152.68,154.27,FRS
DH0010,154.27,156.09,FRS
DH0010,156.09,157.39,FRS
DH0010,157.39,158.86,FRS
DH0010,158.86,160.31,FRS
DH0010,160.31,161.69,DUN
DH0010,161.69,163.38,FRS
DH0010,163.38,164.84,FRS
DH0010,164.84,166.76,DUN
DH0010,166.76,168.37,DUN
DH0010,168.37,169.38,FRS
DH0010,169.38,170.73,FRS
DH0010,170.73,172.22,FRS
DH0010,172.22,173.6,FRS
DH0010,173.6,174.89,FRS
DH0010,174.89,176.51,FRS
DH0010,176.51,178.04,FRS
DH0010,178.04,179.12,FRS
DH0010,179.12,180.54,FRS
DH0010,180.54,181.72,FRS
DH0010,181.72,183.06,FRS
DH0010,183.06,184.7,DUN
DH0010,184.7,186.4,FRS
DH0010,186.4,188.02,DUN
DH0010,188.02,189.42,DUN
DH0010,189.42,190.47,DUN
DH0010,190.47,191.62,DUN
DH0010,191.62,193.13,DUN
DH0010,193.13,194.39,DUN
DH0010,194.39,195.41,DUN
DH0010,195.41,197.22,DUN
DH0010,197.22,199.13,DUN
DH0010,199.13,200.85,DUN
DH0010,200.85,202.24,DUN
DH0010,202.24,203.28,DUN
DH0010,203.28,204.57,DUN
DH0010,204.57,206.05,DUN
DH0010,206.05,207.84,DUN
DH0010,207.84,209.12,DUN
DH0010,209.12,211.07,DUN
DH0010,211.07,212.63,DUN
DH0010,212.63,214.08,DUN
DH0010,214.08,215.48,DUN
DH0010,215.48,216.79,PER
DH0010,216.79,218.08,DUN
DH0010,218.08,219.47,PER
DH0010,219.47,220.7,DUN
DH0010,220.7,222.42,PER
DH0010,222.42,223.42,DUN
DH0010,223.42,224.68,DUN
DH0010,224.68,225.9,DUN
DH0010,225.9,227.61,DUN
DH0010,227.61,228.8,DUN
DH0010,228.8,230.54,DUN
DH0010,230.54,231.55,DUN
DH0010,231.55,233.09,DUN
DH0011,0.0,1.49,LAT
DH0011,1.49,2.64,LAT
DH0011,2.64,4.27,LAT
DH0011,4.27,5.69,LAT
DH0011,5.69,7.09,SAP
DH0011,7.09,8.86,SAP
DH0011,8.86,10.11,SAP
DH0011,10.11,12.04,SAP
DH0011,12.04,13.83,LAT
DH0011,13.83,14.94,LAT
DH0011,14.94,16.3,SAP
DH0011,16.3,17.79,LAT
DH0011,17.79,19.69,SAP
DH0011,19.69,21.42,LAT
DH0011,21.42,22.78,SAP
DH0011,22.78,23.84,SAP
DH0011,23.84,24.99,LAT
DH0011,24.99,26.9,SAP
DH0011,26.9,27.99,SAP
DH0011,27.99,29.42,SAP
DH0011,29.42,30.71,LAT
DH0011,30.71,32.44,SAP
DH0011,32.44,34.0,LAT
DH0011,34.0,35.1,SAP
DH0011,35.1,36.71,SAP
DH0011,36.71,38.18,SAP
DH0011,38.18,39.45,SAP
DH0011,39.45,40.84,SAP
DH0011,40.84,42.07,SAP
DH0011,42.07,43.57,SAP
DH0011,43.57,44.75,SAP
DH0011,44.75,46.11,SAP
DH0011,46.11,47.43,SAP
DH0011,47.43,48.81,SAP
DH0011,48.81,50.57,LAT
DH0011,50.57,52.07,SAP
DH0011,52.07,53.25,SAP
DH0011,53.25,54.59,LAT
DH0011,54.59,56.51,SAP
DH0011,56.51,57.51,LAT
DH0011,57.51,59.42,SAP
DH0011,59.42,60.73,SAP
DH0011,60.73,62.39,SAP
DH0011,62.39,64.32,LAT
DH0011,64.32,66.3,SAP
DH0011,66.3,67.33,SAP
DH0011,67.33,68.5,SAP
DH0011,68.5,70.08,LAT
DH0011,70.08,71.31,SAP
DH0011,71.31,72.57,SAP
DH0011,72.57,74.32,SAP
DH0011,74.32,75.4,LAT
DH0011,75.4,76.86,SAP
DH0011,76.86,78.41,SAP
DH0011,78.41,80.04,LAT
DH0011,80.04,81.28,LAT
DH0011,81.28,82.51,LAT
DH0011,82.51,83.9,FRS
DH0011,83.9,85.24,LAT
DH0011,85.24,86.43,LAT
DH0011,86.43,88.15,FRS
DH0011,88.15,89.65,FRS
DH0011,89.65,90.78,FRS
DH0011,90.78,92.55,LAT
DH0011,92.55,93.85,LAT
DH0011,93.85,95.18,LAT
DH0011,95.18,96.81,LAT
DH0011,96.81,98.6,LAT
DH0011,98.6,100.46,LAT
DH0011,100.46,101.73,LAT
DH0011,101.73,103.0,FRS
DH0011,103.0,104.04,LAT
DH0011,104.04,105.54,FRS
DH0011,105.54,107.48,FRS
DH0011,107.48,108.88,LAT
DH0011,108.88,110.5,FRS
DH0011,110.5,111.91,LAT
DH0011,111.91,113.06,LAT
DH0011,113.06,115.04,FRS
DH0011,115.04,116.88,FRS
DH0011,116.88,118.12,FRS
DH0011,118.12,119.65,LAT
DH0011,119.65,121.61,LAT
DH0011,121.61,122.84,LAT
DH0011,122.84,124.0,FRS
DH0011,124.0,125.35,FRS
DH0011,125.35,127.26,LAT
DH0011,127.26,128.75,LAT
DH0011,128.75,129.85,FRS
DH0011,129.85,131.45,FRS
DH0011,131.45,133.45,LAT
DH0011,133.45,135.22,FRS
DH0011,135.22,137.2,FRS
DH0011,137.2,138.74,LAT
DH0011,138.74,139.92,LAT
DH0011,139.92,141.51,FRS
DH0011,141.51,142.8,FRS
DH0011,142.8,143.88,LAT
DH0011,143.88,145.66,FRS
DH0011,145.66,146.76,FRS
DH0011,146.76,148.05,LAT
DH0011,148.05,149.81,FRS
DH0011,149.81,151.8,FRS
DH0011,151.8,153.17,LAT
DH0011,153.17,154.6,LAT
DH0011,154.6,156.45,FRS
DH0011,156.45,157.5,LAT
DH0011,157.5,159.27,LAT
DH0011,159.27,160.52,LAT
DH0011,160.52,162.11,LAT
DH0011,162.11,163.54,LAT
DH0011,163.54,164.66,LAT
DH0011,164.66,166.2,FRS
DH0011,166.2,167.88,FRS
DH0011,167.88,168.95,FRS
DH0011,168.95,170.38,LAT
DH0011,170.38,172.12,FRS
DH0011,172.12,174.07,FRS
DH0011,174.07,175.65,LAT
DH0011,175.65,177.51,LAT
DH0011,177.51,179.36,LAT
DH0011,179.36,181.2,LAT
DH0011,181.2,182.67,LAT
DH0011,182.67,184.57,FRS
DH0011,184.57,185.82,FRS
DH0011,185.82,187.43,LAT
DH0011,187.43,188.84,LAT
DH0011,188.84,190.71,LAT
DH0011,190.71,192.64,FRS
DH0011,192.64,193.99,LAT
DH0011,193.99,195.52,LAT
DH0011,195.52,196.88,FRS
DH0011,196.88,198.45,FRS
DH0011,198.45,199.67,LAT
DH0011,199.67,201.24,LAT
DH0011,201.24,202.68,FRS
DH0011,202.68,204.27,FRS
DH0011,204.27,206.18,FRS
DH0011,206.18,207.37,FRS
DH0011,207.37,208.62,DUN
DH0011,208.62,210.42,FRS
DH0011,210.42,212.37,FRS
DH0011,212.37,214.1,FRS
DH0011,214.1,215.26,DUN
DH0011,215.26,216.93,FRS
DH0011,216.93,218.87,DUN
DH0011,218.87,220.38,DUN
DH0011,220.38,221.75,FRS
DH0011,221.75,223.5,FRS
DH0011,223.5,225.28,FRS
DH0011,225.28,226.51,FRS
DH0011,226.51,228.39,DUN
DH0011,228.39,229.94,FRS
DH0011,229.94,231.13,DUN
DH0011,231.13,232.83,FRS
DH0011,232.83,234.42,FRS
DH0011,234.42,235.85,FRS
DH0011,235.85,237.65,FRS
DH0011,237.65,239.37,FRS
DH0011,239.37,241.16,FRS
DH0011,241.16,242.56,FRS
DH0011,242.56,243.92,DUN
DH0011,243.92,245.56,DUN
DH0011,245.56,247.45,DUN
DH0011,247.45,249.4,FRS
DH0011,249.4,250.43,DUN
DH0011,250.43,251.79,FRS
DH0011,251.79,253.37,DUN
DH0011,253.37,255.24,FRS
DH0011,255.24,257.18,FRS
DH0011,257.18,258.46,FRS
DH0011,258.46,260.27,FRS
DH0011,260.27,261.36,DUN
DH0011,261.36,262.42,FRS
DH0011,262.42,263.87,FRS
DH0011,263.87,265.26,FRS
DH0011,265.26,267.08,FRS
DH0011,267.08,268.69,FRS
DH0011,268.69,270.48,FRS
DH0011,270.48,271.95,FRS
DH0011,271.95,273.81,FRS
DH0011,273.81,275.42,FRS
DH0011,275.42,277.26,FRS
DH0011,277.26,279.12,FRS
DH0011,279.12,281.02,FRS
DH0011,281.02,282.34,FRS
DH0011,282.34,283.56,FRS
DH0011,283.56,285.12,DUN
DH0011,285.12,287.01,FRS
DH0011,287.01,288.66,FRS
DH0011,288.66,290.41,FRS
DH0011,290.41,291.86,FRS
DH0011,291.86,293.16,FRS
DH0011,293.16,294.82,FRS
DH0011,294.82,296.75,FRS
DH0011,296.75,298.28,FRS
DH0011,298.28,299.96,FRS
DH0011,299.96,301.92,FRS
DH0011,301.92,303.62,FRS
DH0011,303.62,305.08,FRS
DH0011,305.08,306.88,DUN
DH0011,306.88,308.81,DUN
DH0011,308.81,310.17,DUN
DH0011,310.17,311.58,FRS
DH0011,311.58,312.75,DUN
DH0011,312.75,314.61,DUN
DH0011,314.61,315.88,DUN
DH0011,315.88,317.18,FRS
DH0011,317.18,319.17,FRS
DH0011,319.17,320.89,FRS
DH0011,320.89,322.84,DUN
DH0011,322.84,324.31,DUN
DH0011,324.31,326.08,DUN
DH0011,326.08,327.87,DUN
DH0011,327.87,328.9,DUN
DH0011,328.9,330.83,DUN
DH0011,330.83,332.2,DUN
DH0011,332.2,333.65,PER
DH0011,333.65,335.21,DUN
DH0011,335.21,336.9,PER
DH0011,336.9,338.76,PER
DH0011,338.76,340.13,DUN
DH0011,340.13,341.38,DUN
DH0011,341.38,342.71,DUN
DH0011,342.71,344.65,DUN
DH0011,344.65,346.25,PER
DH0011,346.25,348.05,DUN
DH0011,348.05,349.33,DUN
DH0011,349.33,350.46,DUN
DH0011,350.46,351.95,PER
DH0011,351.95,353.85,PER
DH0011,353.85,354.88,DUN
DH0011,354.88,356.71,DUN
DH0011,356.71,358.14,DUN
DH0011,358.14,359.56,DUN
DH0011,359.56,360.82,DUN
DH0011,360.82,362.01,DUN
DH0011,362.01,363.47,DUN
DH0011,363.47,364.66,DUN
DH0011,364.66,366.02,PER
DH0011,366.02,367.05,DUN
DH0011,367.05,368.32,DUN
DH0011,368.32,369.99,DUN
DH0011,369.99,371.14,DUN
DH0011,371.14,372.42,DUN
DH0011,372.42,373.69,DUN
DH0011,373.69,375.13,DUN
DH0011,375.13,376.68,DUN
DH0011,376.68,378.11,DUN
DH0011,378.11,379.14,DUN
DH0011,379.14,380.6,PER
DH0011,380.6,381.96,PER
DH0011,381.96,383.4,DUN
DH0011,383.4,385.29,DUN
DH0011,385.29,387.15,DUN
DH0011,387.15,388.53,PER
DH0011,388.53,389.92,DUN
DH0011,389.92,391.72,DUN
DH0011,391.72,393.48,DUN
DH0011,393.48,394.9,PER
DH0011,394.9,396.82,DUN
DH0011,396.82,398.04,DUN
DH0011,398.04,399.33,DUN
DH0011,399.33,400.0,DUN
DH0012,0.0,1.76,SAP
DH0012,1.76,3.22,LAT
DH0012,3.22,4.72,SAP
DH0012,4.72,5.82,SAP
DH0012,5.82,7.53,SAP
DH0012,7.53,8.89,SAP
DH0012,8.89,10.87,SAP
DH0012,10.87,12.8,LAT
DH0012,12.8,14.28,LAT
DH0012,14.28,16.15,SAP
DH0012,16.15,18.05,LAT
DH0012,18.05,19.39,SAP
DH0012,19.39,21.24,SAP
DH0012,21.24,22.56,LAT
DH0012,22.56,24.14,SAP
DH0012,24.14,26.08,SAP
DH0012,26.08,27.62,LAT
DH0012,27.62,29.17,FRS
DH0012,29.17,30.21,LAT
DH0012,30.21,31.35,FRS
DH0012,31.35,32.37,LAT
DH0012,32.37,34.34,LAT
DH0012,34.34,36.19,FRS
DH0012,36.19,37.31,FRS
DH0012,37.31,38.74,LAT
DH0012,38.74,40.55,FRS
DH0012,40.55,42.41,FRS
DH0012,42.41,44.22,LAT
DH0012,44.22,45.49,LAT
DH0012,45.49,46.65,FRS
DH0012,46.65,47.9,FRS
DH0012,47.9,49.56,LAT
DH0012,49.56,51.46,LAT
DH0012,51.46,52.67,FRS
DH0012,52.67,54.62,FRS
DH0012,54.62,55.66,LAT
DH0012,55.66,57.63,LAT
DH0012,57.63,58.69,LAT
DH0012,58.69,60.11,FRS
DH0012,60.11,61.49,FRS
DH0012,61.49,62.89,FRS
DH0012,62.89,63.99,LAT
DH0012,63.99,65.07,FRS
DH0012,65.07,66.93,DUN
DH0012,66.93,68.71,FRS
DH0012,68.71,69.94,DUN
DH0012,69.94,71.47,FRS
DH0012,71.47,73.42,FRS
DH0012,73.42,74.75,FRS
DH0012,74.75,76.22,DUN
DH0012,76.22,77.32,FRS
DH0012,77.32,79.18,FRS
DH0012,79.18,80.38,FRS
DH0012,80.38,81.51,DUN
DH0012,81.51,83.07,FRS
DH0012,83.07,84.38,FRS
DH0012,84.38,86.01,FRS
DH0012,86.01,87.31,DUN
DH0012,87.31,88.32,FRS
DH0012,88.32,90.05,FRS
DH0012,90.05,91.87,DUN
DH0012,91.87,93.43,FRS
DH0012,93.43,94.69,FRS
DH0012,94.69,96.55,FRS
DH0012,96.55,98.26,DUN
DH0012,98.26,99.69,FRS
DH0012,99.69,100.92,FRS
DH0012,100.92,102.29,DUN
DH0012,102.29,103.53,FRS
DH0012,103.53,105.45,DUN
DH0012,105.45,107.27,DUN
DH0012,107.27,109.04,PER
DH0012,109.04,110.63,DUN
DH0012,110.63,112.61,DUN
DH0012,112.61,114.49,DUN
DH0012,114.49,116.28,DUN
DH0012,116.28,117.37,DUN
DH0012,117.37,118.7,DUN
DH0012,118.7,120.33,PER
DH0012,120.33,121.58,DUN
DH0012,121.58,123.25,DUN
DH0012,123.25,124.32,PER
DH0012,124.32,125.38,PER
DH0012,125.38,127.16,DUN
DH0012,127.16,127.9,DUN
DH0013,0.0,1.1,LAT
DH0013,1.1,2.34,SAP
DH0013,2.34,3.43,SAP
DH0013,3.43,5.29,LAT
DH0013,5.29,7.28,SAP
DH0013,7.28,8.96,LAT
DH0013,8.96,10.16,SAP
DH0013,10.16,11.55,SAP
DH0013,11.55,13.46,SAP
DH0013,13.46,14.74,SAP
DH0013,14.74,16.05,SAP
DH0013,16.05,17.48,LAT
DH0013,17.48,19.33,SAP
DH0013,19.33,21.08,SAP
DH0013,21.08,22.42,LAT
DH0013,22.42,23.98,SAP
DH0013,23.98,25.43,LAT
DH0013,25.43,26.71,SAP
DH0013,26.71,28.22,LAT
DH0013,28.22,30.15,SAP
DH0013,30.15,31.56,SAP
DH0013,31.56,32.59,LAT
DH0013,32.59,33.8,SAP
DH0013,33.8,35.07,SAP
DH0013,35.07,36.26,SAP
DH0013,36.26,38.24,LAT
DH0013,38.24,39.53,SAP
DH0013,39.53,41.53,SAP
DH0013,41.53,43.29,SAP
DH0013,43.29,44.56,LAT
DH0013,44.56,45.83,SAP
DH0013,45.83,46.93,LAT
DH0013,46.93,48.11,SAP
DH0013,48.11,49.25,SAP
DH0013,49.25,50.4,SAP
DH0013,50.4,52.26,LAT
DH0013,52.26,54.14,SAP
DH0013,54.14,55.63,SAP
DH0013,55.63,57.04,SAP
DH0013,57.04,58.63,SAP
DH0013,58.63,60.08,LAT
DH0013,60.08,61.21,LAT
DH0013,61.21,62.45,SAP
DH0013,62.45,63.55,SAP
DH0013,63.55,65.03,SAP
