BHID,FROM,TO,TARGET,NI,SI,MG
DH0005,13.97,15.38,North_Zone,1.494,41.01,10.41
DH0005,15.38,17.33,North_Zone,0.853,52.52,9.74
DH0005,17.33,18.67,North_Zone,2.746,45.85,11.19
DH0005,18.67,19.98,North_Zone,1.377,44.38,7.66
DH0005,19.98,21.8,North_Zone,1.309,36.32,15.92
DH0005,21.8,23.4,North_Zone,0.703,38.1,14.13
DH0005,23.4,24.87,North_Zone,4.055,33.93,8.9
DH0005,24.87,26.48,North_Zone,1.679,37.71,10.94
DH0005,26.48,28.39,North_Zone,1.503,36.17,13.28
DH0005,28.39,30.27,North_Zone,3.123,38.24,10.28
DH0005,30.27,32.19,North_Zone,1.209,51.54,15.8
DH0005,32.19,33.24,North_Zone,1.994,47.95,8.67
DH0005,33.24,35.16,North_Zone,1.749,46.29,3.22
DH0005,35.16,37.07,North_Zone,1.67,37.67,16.27
DH0005,37.07,38.5,North_Zone,1.797,44.67,18.8
DH0005,38.5,40.24,North_Zone,1.486,46.0,23.47
DH0005,40.24,41.29,North_Zone,4.438,41.78,13.98
DH0005,41.29,42.48,North_Zone,0.497,39.51,19.09
DH0005,42.48,43.77,North_Zone,0.45,47.45,17.56
DH0005,43.77,45.25,North_Zone,1.474,59.13,19.12
DH0005,45.25,46.5,North_Zone,3.403,33.13,10.54
DH0005,46.5,47.65,North_Zone,1.807,57.11,21.29
DH0005,47.65,49.42,North_Zone,0.27,53.19,15.14
DH0005,49.42,51.32,North_Zone,2.736,48.79,13.69
DH0005,51.32,52.71,North_Zone,3.524,41.31,10.29
DH0005,52.71,54.56,North_Zone,2.327,50.15,7.5
DH0005,54.56,56.1,North_Zone,0.91,44.33,17.54
DH0005,56.1,57.66,North_Zone,1.08,43.61,27.45
DH0005,57.66,59.61,North_Zone,1.225,52.61,14.96
DH0005,59.61,60.91,North_Zone,2.936,33.5,11.04
DH0005,60.91,62.29,North_Zone,1.238,48.74,11.63
DH0005,62.29,63.96,North_Zone,1.39,46.5,30.51
DH0005,63.96,65.49,North_Zone,3.164,39.52,15.77
DH0005,65.49,66.93,North_Zone,1.57,50.51,9.42
DH0005,66.93,68.85,North_Zone,0.01,41.8,14.93
DH0005,68.85,70.33,North_Zone,2.933,68.91,11.13
DH0005,70.33,71.57,North_Zone,1.914,51.33,10.07
DH0005,71.57,73.34,North_Zone,0.813,56.78,9.36
DH0005,73.34,74.6,North_Zone,4.898,61.85,15.53
DH0005,74.6,75.93,North_Zone,1.563,42.4,14.8
DH0005,75.93,77.22,North_Zone,1.601,41.09,3.8
DH0005,77.22,78.98,North_Zone,3.548,44.7,12.78
DH0005,78.98,80.23,North_Zone,5.145,52.01,18.44
DH0005,80.23,81.33,North_Zone,4.144,28.67,10.71
DH0005,81.33,83.26,North_Zone,1.852,59.62,11.35
DH0005,83.26,84.66,North_Zone,1.575,49.68,13.25
DH0005,84.66,85.97,North_Zone,2.882,52.64,13.38
DH0005,85.97,87.28,North_Zone,0.655,43.55,8.66
DH0005,87.28,88.6,North_Zone,2.636,42.1,8.92
DH0005,88.6,90.37,North_Zone,4.073,42.76,12.58
DH0005,90.37,91.76,North_Zone,0.624,34.51,25.68
DH0005,91.76,93.7,North_Zone,1.817,41.81,20.98
DH0005,93.7,95.44,North_Zone,0.905,39.0,14.11
DH0005,95.44,96.74,North_Zone,1.005,44.43,19.75
DH0005,96.74,98.54,North_Zone,1.322,46.8,19.16
DH0005,98.54,100.49,North_Zone,1.773,43.34,25.79
DH0005,100.49,101.93,North_Zone,0.141,38.79,12.44
DH0005,101.93,103.1,North_Zone,0.896,47.18,22.79
DH0005,103.1,104.25,North_Zone,1.304,42.72,26.99
DH0005,104.25,105.95,North_Zone,1.078,48.01,23.35
DH0005,105.95,106.99,North_Zone,1.836,47.66,19.69
DH0005,106.99,108.49,North_Zone,0.786,48.19,21.53
DH0005,108.49,109.95,North_Zone,1.356,50.33,17.53
DH0005,109.95,111.65,North_Zone,1.17,54.77,18.43
DH0005,111.65,113.07,North_Zone,0.376,42.63,18.09
DH0005,113.07,114.62,North_Zone,1.206,50.88,16.66
DH0005,114.62,116.48,North_Zone,0.282,46.22,16.77
DH0005,116.48,117.78,North_Zone,0.137,39.2,18.06
DH0005,117.78,119.72,North_Zone,0.717,47.94,19.53
DH0005,119.72,120.9,North_Zone,1.144,38.29,21.11
DH0005,120.9,122.18,North_Zone,0.945,45.13,19.8
DH0005,122.18,123.65,North_Zone,0.992,47.62,19.98
DH0005,123.65,125.08,North_Zone,1.332,33.68,15.52
DH0005,125.08,126.97,North_Zone,0.929,32.17,7.97
DH0005,126.97,128.25,North_Zone,0.771,41.22,15.64
DH0005,128.25,129.53,North_Zone,1.255,44.24,20.47
DH0005,129.53,130.79,North_Zone,0.01,46.46,15.31
DH0005,130.79,132.75,North_Zone,0.839,30.7,20.18
DH0005,132.75,133.77,North_Zone,1.479,59.14,15.59
DH0005,133.77,135.5,North_Zone,0.697,30.98,10.43
DH0005,135.5,136.67,North_Zone,0.853,39.97,24.71
DH0005,136.67,138.27,North_Zone,2.134,50.52,19.38
DH0005,138.27,139.89,North_Zone,1.204,44.33,20.52
DH0005,139.89,141.27,North_Zone,1.918,45.92,25.27
DH0005,141.27,142.85,North_Zone,1.161,44.46,21.49
DH0005,142.85,144.07,North_Zone,0.649,50.98,21.97
DH0005,144.07,145.64,North_Zone,0.291,38.84,18.73
DH0005,145.64,147.51,North_Zone,0.349,47.12,19.63
DH0005,147.51,148.91,North_Zone,0.167,41.04,21.12
DH0005,148.91,150.87,North_Zone,0.687,30.02,15.52
DH0005,150.87,152.61,North_Zone,0.879,39.34,17.91
DH0005,152.61,153.96,North_Zone,0.01,39.49,17.61
DH0005,153.96,155.94,North_Zone,0.31,50.47,13.95
DH0005,155.94,157.92,North_Zone,0.948,44.87,16.88
DH0005,157.92,159.6,North_Zone,0.661,47.55,22.42
DH0005,159.6,160.81,North_Zone,0.077,37.17,25.62
DH0005,160.81,162.35,North_Zone,0.142,35.08,16.83
DH0005,162.35,163.57,North_Zone,0.308,43.52,14.77
DH0005,163.57,165.54,North_Zone,0.06,35.48,24.2
DH0005,165.54,166.61,North_Zone,0.613,31.27,21.98
DH0005,166.61,168.46,North_Zone,0.715,34.36,24.51
DH0005,168.46,169.52,North_Zone,0.594,39.46,24.88
DH0005,169.52,171.28,North_Zone,0.277,37.02,23.6
DH0005,171.28,172.73,North_Zone,0.804,34.23,23.02
DH0005,172.73,173.89,North_Zone,0.66,31.69,22.01
DH0005,173.89,175.36,North_Zone,0.882,40.96,27.79
DH0005,175.36,176.88,North_Zone,0.908,39.76,13.67
DH0005,176.88,177.43,North_Zone,0.01,40.24,19.0
DH0006,0.0,1.13,East_Zone,0.493,38.97,10.95
DH0006,1.13,2.91,East_Zone,2.869,36.75,10.83
DH0006,2.91,4.56,East_Zone,2.756,42.77,10.7
DH0006,4.56,5.64,East_Zone,0.926,43.08,15.98
DH0006,5.64,6.8,East_Zone,2.317,42.63,16.22
DH0006,6.8,8.27,East_Zone,1.926,43.41,9.33
DH0006,8.27,9.38,East_Zone,1.958,38.75,9.53
DH0006,9.38,10.77,East_Zone,3.118,53.2,10.97
DH0006,10.77,12.04,East_Zone,1.374,44.57,11.34
DH0006,12.04,13.06,East_Zone,2.19,50.58,8.48
DH0006,13.06,14.72,East_Zone,2.918,39.58,9.79
DH0006,14.72,16.08,East_Zone,1.698,44.39,6.82
DH0006,16.08,18.01,East_Zone,0.01,36.02,12.17
DH0006,18.01,19.98,East_Zone,2.896,33.31,17.02
DH0006,19.98,21.25,East_Zone,2.557,39.42,12.44
DH0006,21.25,22.84,East_Zone,0.363,22.7,10.68
DH0006,22.84,24.67,East_Zone,1.351,44.49,5.69
DH0006,24.67,25.86,East_Zone,2.242,47.44,4.25
DH0006,25.86,27.4,East_Zone,1.191,31.81,13.34
DH0006,27.4,28.59,East_Zone,2.72,44.37,17.07
DH0006,28.59,29.92,East_Zone,2.031,47.98,17.59
DH0006,29.92,31.5,East_Zone,1.804,33.44,12.55
DH0006,31.5,33.46,East_Zone,2.134,56.94,16.97
DH0006,33.46,35.24,East_Zone,1.947,52.57,5.82
DH0006,35.24,37.2,East_Zone,2.643,46.16,8.73
DH0006,37.2,38.38,East_Zone,2.137,37.38,15.52
DH0006,38.38,39.52,East_Zone,1.801,45.77,8.47
DH0006,39.52,41.12,East_Zone,0.01,33.06,7.12
DH0006,41.12,42.68,East_Zone,0.718,45.98,10.82
DH0006,42.68,43.79,East_Zone,2.326,41.44,7.25
DH0006,43.79,44.97,East_Zone,2.646,52.87,10.58
DH0006,44.97,46.12,East_Zone,1.915,55.74,11.49
DH0006,46.12,47.79,East_Zone,2.238,39.67,21.82
DH0006,47.79,48.83,East_Zone,3.961,47.55,13.27
DH0006,48.83,50.81,East_Zone,1.8,41.45,21.97
DH0006,50.81,52.61,East_Zone,2.237,52.66,6.88
DH0006,52.61,54.05,East_Zone,4.834,46.32,9.66
DH0006,54.05,55.79,East_Zone,2.993,42.69,14.18
DH0006,55.79,57.04,East_Zone,1.62,47.52,16.5
DH0006,57.04,58.67,East_Zone,3.339,32.83,14.89
DH0006,58.67,59.78,East_Zone,0.571,52.92,8.29
DH0006,59.78,61.78,East_Zone,2.767,45.78,10.02
DH0006,61.78,63.57,East_Zone,3.53,39.04,9.1
DH0006,63.57,64.84,East_Zone,0.825,46.67,12.12
DH0006,64.84,66.01,East_Zone,2.11,44.6,22.16
DH0006,66.01,67.08,East_Zone,3.371,46.37,13.68
DH0006,67.08,68.53,East_Zone,1.194,43.38,20.74
DH0006,68.53,69.89,East_Zone,1.102,44.34,18.71
DH0006,69.89,71.36,East_Zone,1.205,56.25,16.42
DH0006,71.36,72.96,East_Zone,2.065,39.14,12.18
DH0006,72.96,74.1,East_Zone,5.747,63.32,7.8
DH0006,74.1,75.84,East_Zone,1.696,59.42,8.46
DH0006,75.84,76.98,East_Zone,5.173,56.46,1.49
DH0006,76.98,77.99,East_Zone,4.501,40.89,12.02
DH0006,77.99,79.58,East_Zone,1.813,55.96,11.28
DH0006,79.58,80.99,East_Zone,1.783,64.48,5.66
DH0006,80.99,82.62,East_Zone,2.429,24.83,1.5
DH0006,82.62,84.19,East_Zone,1.087,56.33,21.19
DH0006,84.19,85.68,East_Zone,4.44,47.82,9.48
DH0006,85.68,87.01,East_Zone,2.308,51.34,12.63
DH0006,87.01,88.39,East_Zone,2.649,59.82,9.15
DH0006,88.39,89.61,East_Zone,2.737,49.01,11.68
DH0006,89.61,90.69,East_Zone,0.01,40.59,22.79
DH0006,90.69,92.28,East_Zone,3.076,34.45,12.47
DH0006,92.28,94.06,East_Zone,0.719,53.17,19.26
DH0006,94.06,95.14,East_Zone,3.577,56.3,7.98
DH0006,95.14,96.42,East_Zone,1.607,44.17,10.73
DH0006,96.42,97.76,East_Zone,2.147,47.71,11.3
DH0006,97.76,99.37,East_Zone,1.89,35.07,5.66
DH0006,99.37,101.14,East_Zone,1.489,47.23,25.03
DH0006,101.14,102.62,East_Zone,0.958,44.35,20.96
DH0006,102.62,104.43,East_Zone,1.241,47.77,29.94
DH0006,104.43,106.08,East_Zone,3.921,45.38,9.18
DH0006,106.08,108.01,East_Zone,0.183,60.67,14.05
DH0006,108.01,109.69,East_Zone,2.498,33.11,9.85
DH0006,109.69,111.34,East_Zone,1.199,48.58,10.07
DH0006,111.34,112.41,East_Zone,1.478,52.61,14.88
DH0006,112.41,114.23,East_Zone,0.01,40.64,17.78
DH0006,114.23,115.78,East_Zone,1.391,47.01,13.87
DH0006,115.78,117.63,East_Zone,0.775,38.15,21.57
DH0006,117.63,118.73,East_Zone,0.87,55.11,15.05
DH0006,118.73,119.97,East_Zone,1.591,42.2,19.31
DH0006,119.97,121.09,East_Zone,1.712,50.98,13.8
DH0006,121.09,122.85,East_Zone,1.88,48.16,18.11
DH0006,122.85,124.8,East_Zone,1.569,54.47,16.36
DH0006,124.8,126.3,East_Zone,1.804,47.8,16.3
DH0006,126.3,127.63,East_Zone,1.783,38.97,20.09
DH0006,127.63,129.42,East_Zone,0.833,46.14,13.58
DH0006,129.42,130.88,East_Zone,0.94,47.69,17.32
DH0006,130.88,132.43,East_Zone,0.825,35.74,17.5
DH0006,132.43,133.69,East_Zone,1.388,57.5,16.71
DH0006,133.69,134.89,East_Zone,0.583,38.32,17.3
DH0006,134.89,136.46,East_Zone,1.778,45.87,20.07
DH0006,136.46,138.33,East_Zone,0.73,54.95,17.86
DH0006,138.33,139.41,East_Zone,0.536,52.08,17.01
DH0006,139.41,140.96,East_Zone,1.703,55.69,16.11
DH0006,140.96,142.07,East_Zone,1.273,48.3,25.45
DH0006,142.07,143.37,East_Zone,0.783,39.31,19.24
DH0006,143.37,144.45,East_Zone,2.001,46.81,13.59
DH0006,144.45,146.38,East_Zone,1.122,56.42,13.94
DH0006,146.38,148.26,East_Zone,0.514,40.24,14.89
DH0006,148.26,149.74,East_Zone,1.255,51.7,14.82
DH0006,149.74,150.81,East_Zone,1.228,43.94,20.08
DH0006,150.81,152.64,East_Zone,0.677,43.03,11.17
DH0006,152.64,154.13,East_Zone,0.845,44.79,18.75
DH0006,154.13,155.97,East_Zone,2.497,54.83,15.73
DH0006,155.97,157.29,East_Zone,0.953,46.11,16.81
DH0006,157.29,159.26,East_Zone,1.492,51.68,14.28
DH0006,159.26,160.4,East_Zone,0.993,55.24,21.05
DH0006,160.4,162.34,East_Zone,0.967,44.24,15.88
DH0006,162.34,163.41,East_Zone,0.75,43.75,19.3
DH0006,163.41,165.06,East_Zone,0.693,37.88,17.97
DH0006,165.06,166.19,East_Zone,0.871,55.25,14.69
DH0006,166.19,167.99,East_Zone,0.512,39.3,19.9
DH0006,167.99,169.7,East_Zone,0.978,43.13,16.63
DH0006,169.7,171.33,East_Zone,1.866,36.83,18.56
DH0006,171.33,172.5,East_Zone,1.628,50.53,23.01
DH0006,172.5,174.15,East_Zone,0.629,35.5,23.46
DH0006,174.15,175.76,East_Zone,1.605,51.92,22.41
DH0006,175.76,176.84,East_Zone,0.949,41.96,17.74
DH0006,176.84,178.39,East_Zone,1.077,53.82,20.36
DH0006,178.39,179.61,East_Zone,1.108,49.13,19.95
DH0006,179.61,180.71,East_Zone,0.6,33.04,25.13
DH0006,180.71,182.63,East_Zone,1.262,46.0,14.96
DH0006,182.63,184.0,East_Zone,0.418,39.96,20.63
DH0006,184.0,185.56,East_Zone,0.325,43.35,24.24
DH0006,185.56,186.99,East_Zone,0.33,33.46,21.54
DH0006,186.99,188.38,East_Zone,0.42,36.43,21.02
DH0006,188.38,189.47,East_Zone,0.849,45.17,17.25
DH0006,189.47,190.91,East_Zone,0.434,46.54,11.71
DH0006,190.91,192.28,East_Zone,0.314,37.45,24.56
DH0006,192.28,193.8,East_Zone,0.322,35.2,20.58
DH0006,193.8,195.38,East_Zone,0.684,40.42,18.66
DH0006,195.38,196.89,East_Zone,0.399,38.88,16.49
DH0006,196.89,197.94,East_Zone,0.01,41.56,27.13
DH0006,197.94,199.45,East_Zone,0.388,42.61,19.31
DH0006,199.45,200.74,East_Zone,0.192,46.72,25.17
DH0006,200.74,202.56,East_Zone,0.548,38.37,20.23
DH0006,202.56,204.27,East_Zone,0.685,37.22,20.09
DH0006,204.27,205.84,East_Zone,0.306,39.98,24.0
DH0006,205.84,207.51,East_Zone,0.581,32.03,19.16
DH0006,207.51,208.98,East_Zone,0.052,45.24,20.06
DH0006,208.98,210.81,East_Zone,0.221,42.54,19.25
DH0006,210.81,212.72,East_Zone,0.67,44.51,18.12
DH0006,212.72,213.97,East_Zone,0.609,44.58,28.23
DH0006,213.97,215.71,East_Zone,0.347,40.66,26.03
DH0006,215.71,217.41,East_Zone,0.222,37.94,16.6
DH0006,217.41,218.74,East_Zone,0.729,44.16,19.11
DH0006,218.74,220.61,East_Zone,0.686,38.37,22.96
DH0006,220.61,221.92,East_Zone,0.882,38.05,14.92
DH0006,221.92,223.35,East_Zone,0.468,40.71,20.91
DH0006,223.35,223.57,East_Zone,0.196,37.78,20.69
DH0007,0.0,1.16,North_Zone,0.549,51.1,5.33
DH0007,1.16,2.88,North_Zone,4.352,45.85,15.23
DH0007,2.88,3.99,North_Zone,3.444,49.65,21.3
DH0007,3.99,5.96,North_Zone,2.764,43.46,14.51
DH0007,5.96,7.15,North_Zone,1.578,41.08,10.62
DH0007,7.15,8.42,North_Zone,2.445,37.2,12.23
DH0007,8.42,9.49,North_Zone,1.694,55.29,11.51
DH0007,9.49,11.14,North_Zone,2.539,53.06,10.23
DH0007,11.14,12.26,North_Zone,0.98,41.68,6.38
DH0007,12.26,14.21,North_Zone,2.399,54.39,9.06
DH0007,14.21,15.43,North_Zone,0.512,42.42,9.79
DH0007,15.43,16.65,North_Zone,2.439,36.7,11.77
DH0007,16.65,18.57,North_Zone,3.3,48.93,11.36
DH0007,18.57,20.08,North_Zone,1.444,37.54,14.53
DH0007,20.08,21.26,North_Zone,1.302,50.27,10.37
DH0007,21.26,22.82,North_Zone,3.458,33.23,9.69
DH0007,22.82,24.43,North_Zone,2.592,35.05,11.96
DH0007,24.43,25.98,North_Zone,0.255,36.61,22.2
DH0007,25.98,26.99,North_Zone,3.28,39.96,9.55
DH0007,26.99,28.75,North_Zone,1.31,39.46,6.55
DH0007,28.75,30.1,North_Zone,2.005,31.59,4.59
DH0007,30.1,31.67,North_Zone,2.168,43.81,8.85
DH0007,31.67,33.24,North_Zone,0.827,41.31,10.64
DH0007,33.24,34.9,North_Zone,1.618,53.51,8.44
DH0007,34.9,36.76,North_Zone,0.673,41.69,8.47
DH0007,36.76,38.68,North_Zone,0.433,51.84,12.42
DH0007,38.68,39.8,North_Zone,2.911,40.6,13.6
DH0007,39.8,41.67,North_Zone,1.487,51.42,10.09
DH0007,41.67,43.39,North_Zone,0.01,74.36,6.78
DH0007,43.39,45.21,North_Zone,3.138,63.35,7.79
DH0007,45.21,46.35,North_Zone,2.034,61.27,19.96
DH0007,46.35,47.69,North_Zone,0.802,49.01,25.91
DH0007,47.69,49.48,North_Zone,2.128,39.0,5.32
DH0007,49.48,51.38,North_Zone,1.61,50.54,13.17
DH0007,51.38,52.62,North_Zone,1.854,36.84,8.8
DH0007,52.62,53.91,North_Zone,4.003,37.21,10.82
DH0007,53.91,55.25,North_Zone,1.409,54.55,15.26
DH0007,55.25,56.49,North_Zone,2.933,54.68,11.08
DH0007,56.49,58.02,North_Zone,0.394,51.09,16.12
DH0007,58.02,59.33,North_Zone,1.505,35.52,21.39
DH0007,59.33,61.13,North_Zone,1.205,32.83,14.09
DH0007,61.13,62.94,North_Zone,1.676,58.93,8.84
DH0007,62.94,64.76,North_Zone,0.266,60.08,20.81
DH0007,64.76,66.66,North_Zone,3.529,50.54,9.23
DH0007,66.66,67.75,North_Zone,3.799,54.74,7.76
DH0007,67.75,68.83,North_Zone,2.154,39.38,16.7
DH0007,68.83,69.92,North_Zone,0.872,46.92,24.86
DH0007,69.92,71.14,North_Zone,0.708,45.29,21.27
DH0007,71.14,72.14,North_Zone,2.612,55.84,10.63
DH0007,72.14,73.62,North_Zone,0.941,49.31,20.38
DH0007,73.62,74.93,North_Zone,4.899,27.53,10.77
DH0007,74.93,76.93,North_Zone,3.932,42.03,9.1
DH0007,76.93,78.21,North_Zone,1.418,46.17,14.28
DH0007,78.21,80.08,North_Zone,1.035,46.49,11.98
DH0007,80.08,81.37,North_Zone,1.33,47.85,17.21
DH0007,81.37,82.85,North_Zone,1.916,51.14,11.13
DH0007,82.85,84.79,North_Zone,1.284,54.97,15.3
DH0007,84.79,86.19,North_Zone,3.574,38.72,9.12
DH0007,86.19,87.71,North_Zone,2.272,30.03,14.09
DH0007,87.71,89.45,North_Zone,2.136,55.72,7.85
DH0007,89.45,90.51,North_Zone,1.185,44.32,11.29
DH0007,90.51,91.99,North_Zone,3.388,39.76,11.62
DH0007,91.99,93.2,North_Zone,1.543,47.09,18.12
DH0007,93.2,95.12,North_Zone,0.758,45.6,12.85
DH0007,95.12,96.74,North_Zone,0.903,23.22,7.9
DH0007,96.74,97.97,North_Zone,1.281,48.62,18.75
DH0007,97.97,98.99,North_Zone,3.048,42.49,8.11
DH0007,98.99,100.89,North_Zone,1.298,48.37,13.94
DH0007,100.89,102.2,North_Zone,3.141,45.91,7.45
DH0007,102.2,103.82,North_Zone,2.508,31.66,9.15
DH0007,103.82,105.01,North_Zone,0.863,36.15,17.46
DH0007,105.01,106.47,North_Zone,0.286,35.1,18.42
DH0007,106.47,107.98,North_Zone,1.115,33.56,10.72
DH0007,107.98,109.18,North_Zone,0.989,40.11,21.97
DH0007,109.18,110.24,North_Zone,1.409,50.16,4.98
DH0007,110.24,112.21,North_Zone,0.937,43.81,13.23
DH0007,112.21,113.39,North_Zone,1.308,52.6,21.4
DH0007,113.39,114.43,North_Zone,1.131,60.0,23.7
DH0007,114.43,115.47,North_Zone,1.869,54.05,10.95
DH0007,115.47,116.57,North_Zone,1.743,36.12,16.66
DH0007,116.57,118.33,North_Zone,1.679,44.5,19.95
DH0007,118.33,119.38,North_Zone,1.613,44.81,19.93
DH0007,119.38,120.61,North_Zone,0.01,33.55,22.48
DH0007,120.61,122.29,North_Zone,0.01,40.21,22.39
DH0007,122.29,123.69,North_Zone,0.188,44.84,25.63
DH0007,123.69,125.16,North_Zone,0.596,44.24,18.72
DH0007,125.16,126.57,North_Zone,1.991,45.56,20.56
DH0007,126.57,127.61,North_Zone,1.509,52.41,18.31
DH0007,127.61,129.44,North_Zone,0.411,31.21,15.12
DH0007,129.44,130.48,North_Zone,0.569,36.07,16.86
DH0007,130.48,131.56,North_Zone,1.14,44.29,18.99
DH0007,131.56,133.18,North_Zone,1.536,50.65,15.91
DH0007,133.18,134.95,North_Zone,1.507,34.47,14.66
DH0007,134.95,136.75,North_Zone,0.809,48.12,11.05
DH0007,136.75,138.62,North_Zone,1.09,44.13,19.66
DH0007,138.62,140.44,North_Zone,1.085,42.31,25.2
DH0007,140.44,141.93,North_Zone,1.186,48.71,20.2
DH0007,141.93,143.21,North_Zone,0.741,39.99,28.68
DH0007,143.21,145.05,North_Zone,2.049,34.11,23.63
DH0007,145.05,146.44,North_Zone,1.524,56.71,14.3
DH0007,146.44,147.46,North_Zone,1.727,47.78,21.85
DH0007,147.46,148.95,North_Zone,1.224,49.26,16.68
DH0007,148.95,150.2,North_Zone,1.205,41.15,18.21
DH0007,150.2,151.8,North_Zone,1.369,40.7,17.96
DH0007,151.8,152.98,North_Zone,2.188,41.5,18.03
DH0007,152.98,154.16,North_Zone,0.799,53.04,28.18
DH0007,154.16,155.9,North_Zone,1.009,57.03,28.94
DH0007,155.9,156.92,North_Zone,1.083,38.88,22.74
DH0007,156.92,158.0,North_Zone,1.312,51.01,16.3
DH0007,158.0,159.6,North_Zone,0.335,32.78,22.75
DH0007,159.6,160.66,North_Zone,1.443,46.05,26.1
DH0007,160.66,162.58,North_Zone,0.891,48.46,11.08
DH0007,162.58,164.49,North_Zone,0.655,37.93,23.43
DH0007,164.49,165.61,North_Zone,1.276,46.62,22.85
DH0007,165.61,167.09,North_Zone,0.319,34.08,19.66
DH0007,167.09,168.56,North_Zone,0.652,39.75,15.0
DH0007,168.56,170.29,North_Zone,0.523,42.45,23.05
DH0007,170.29,171.56,North_Zone,0.229,41.81,24.48
DH0007,171.56,172.78,North_Zone,1.0,42.91,18.72
DH0007,172.78,174.6,North_Zone,0.763,30.35,18.41
DH0007,174.6,176.18,North_Zone,1.132,33.89,24.29
DH0007,176.18,177.23,North_Zone,0.452,31.27,21.11
DH0007,177.23,178.48,North_Zone,0.518,44.37,18.44
DH0007,178.48,179.95,North_Zone,0.336,35.18,23.98
DH0007,179.95,181.45,North_Zone,1.016,37.76,17.09
DH0007,181.45,183.38,North_Zone,0.818,40.19,10.45
DH0007,183.38,184.98,North_Zone,0.985,22.31,21.8
DH0007,184.98,186.52,North_Zone,0.46,39.26,22.03
DH0007,186.52,187.66,North_Zone,0.427,36.31,13.13
DH0007,187.66,189.45,North_Zone,0.189,37.32,16.97
DH0007,189.45,190.96,North_Zone,0.954,50.01,21.14
DH0007,190.96,192.87,North_Zone,0.321,35.83,20.87
DH0007,192.87,194.18,North_Zone,0.276,37.9,20.23
DH0007,194.18,195.72,North_Zone,0.578,51.76,17.79
DH0007,195.72,197.59,North_Zone,0.984,38.68,12.79
DH0007,197.59,198.64,North_Zone,0.68,39.33,20.57
DH0007,198.64,200.45,North_Zone,0.267,39.54,21.14
DH0007,200.45,202.0,North_Zone,0.793,31.88,18.52
DH0007,202.0,203.19,North_Zone,0.504,27.97,14.53
DH0007,203.19,205.15,North_Zone,0.268,39.72,18.47
DH0007,205.15,206.71,North_Zone,0.664,38.33,25.17
DH0008,0.0,1.05,East_Zone,3.36,42.16,6.14
DH0008,1.05,2.6,East_Zone,2.192,48.04,7.02
DH0008,2.6,4.58,East_Zone,1.779,53.13,6.58
DH0008,4.58,5.71,East_Zone,2.573,36.59,4.38
DH0008,5.71,7.07,East_Zone,2.006,42.86,10.72
DH0008,7.07,8.51,East_Zone,0.63,73.33,8.83
DH0008,8.51,9.7,East_Zone,1.947,44.46,6.79
DH0008,9.7,10.92,East_Zone,0.01,47.74,12.55
DH0008,10.92,12.45,East_Zone,0.971,43.93,15.83
DH0008,12.45,13.97,East_Zone,3.281,39.91,11.31
DH0008,13.97,15.01,East_Zone,2.155,46.08,9.4
DH0008,15.01,16.99,East_Zone,2.955,51.95,15.74
DH0008,16.99,18.84,East_Zone,0.061,63.62,11.08
DH0008,18.84,20.03,East_Zone,1.563,47.6,7.16
DH0008,20.03,21.11,East_Zone,2.008,35.48,12.7
DH0008,21.11,22.54,East_Zone,3.267,46.79,9.4
DH0008,22.54,24.52,East_Zone,1.576,41.13,12.14
DH0008,24.52,26.33,East_Zone,2.051,47.33,14.69
DH0008,26.33,27.73,East_Zone,3.217,44.87,7.21
DH0008,27.73,29.16,East_Zone,1.753,52.47,4.52
DH0008,29.16,30.34,East_Zone,2.132,46.9,8.09
DH0008,30.34,31.73,East_Zone,1.169,39.91,16.33
DH0008,31.73,33.39,East_Zone,0.793,37.47,9.6
DH0008,33.39,34.42,East_Zone,1.6,35.73,11.0
DH0008,34.42,35.49,East_Zone,1.083,52.17,8.08
DH0008,35.49,37.05,East_Zone,1.877,33.87,5.39
DH0008,37.05,38.65,East_Zone,1.963,30.21,15.02
DH0008,38.65,39.88,East_Zone,3.356,42.71,5.83
DH0008,39.88,41.26,East_Zone,0.476,55.14,25.86
DH0008,41.26,42.6,East_Zone,0.01,49.88,28.46
DH0008,42.6,43.61,East_Zone,1.182,36.06,14.63
DH0008,43.61,44.75,East_Zone,4.506,35.99,11.52
DH0008,44.75,46.35,East_Zone,1.157,46.59,13.53
DH0008,46.35,47.68,East_Zone,2.022,49.86,11.52
DH0008,47.68,49.52,East_Zone,4.889,51.44,10.25
DH0008,49.52,50.93,East_Zone,2.804,36.03,8.3
DH0008,50.93,52.17,East_Zone,1.623,47.05,15.32
DH0008,52.17,53.68,East_Zone,3.972,29.19,13.73
DH0008,53.68,55.32,East_Zone,5.178,42.08,8.79
DH0008,55.32,56.82,East_Zone,1.686,52.06,12.51
DH0008,56.82,58.21,East_Zone,0.439,46.37,10.08
DH0008,58.21,59.38,East_Zone,3.344,39.72,10.77
DH0008,59.38,60.79,East_Zone,1.259,61.25,15.03
DH0008,60.79,62.24,East_Zone,4.142,46.26,12.55
DH0008,62.24,63.35,East_Zone,1.812,53.85,18.0
DH0008,63.35,65.27,East_Zone,2.37,41.22,6.51
DH0008,65.27,67.02,East_Zone,2.668,61.53,11.87
DH0008,67.02,68.93,East_Zone,0.701,57.74,27.96
DH0008,68.93,70.35,East_Zone,1.396,43.22,18.2
